ProductReference;ProductName;GarmentType;Material;Size;Collection;Weight
PRD07728;Jacket Cotton XS;Jacket;Cotton;XS;Winter;0.55
PRD07729;Shorts Polyester XS;Shorts;Polyester;XS;Summer;0.23
PRD07730;Skirt Polyester M;Skirt;Polyester;M;Autumn;0.23
PRD07731;Dress Polyester S;Dress;Polyester;S;Autumn;0.46
PRD07732;Shirt Polyester M;Shirt;Polyester;M;Summer;0.16
PRD07733;Shirt Cotton L;Shirt;Cotton;L;Autumn;0.19
PRD07734;T-Shirt Polyester S;T-Shirt;Polyester;S;Summer;0.13
PRD07735;Shirt Wool L;Shirt;Wool;L;Autumn;0.23
PRD07736;Suit Polyester L;Suit;Polyester;L;Winter;0.88
PRD07737;Blouse Wool M;Blouse;Wool;M;Summer;0.31
PRD07738;Pants Polyester M;Pants;Polyester;M;Winter;0.29
PRD07739;Suit Cotton M;Suit;Cotton;M;Summer;1.09
PRD07740;Shirt Cotton S;Shirt;Cotton;S;Winter;0.21
PRD07741;Skirt Polyester XL;Skirt;Polyester;XL;Spring;0.26
PRD07742;Shirt Cotton M;Shirt;Cotton;M;Summer;0.2
PRD07743;Sweater Wool L;Sweater;Wool;L;Summer;0.89
PRD07744;Pants Linen L;Pants;Linen;L;Winter;0.43
PRD07745;Dress Cotton S;Dress;Cotton;S;Winter;0.51
PRD07746;Skirt Cotton S;Skirt;Cotton;S;Winter;0.29
PRD07747;Shirt Denim S;Shirt;Denim;S;Spring;0.3
PRD07748;Sweater Cotton L;Sweater;Cotton;L;Winter;0.75
PRD07749;Pants Cotton L;Pants;Cotton;L;Winter;0.38
PRD07750;Suit Cotton M;Suit;Cotton;M;Winter;1.17
PRD07751;Shirt Wool S;Shirt;Wool;S;Autumn;0.21
PRD07752;Coat Cotton S;Coat;Cotton;S;Spring;1.58
PRD07753;Shirt Polyester L;Shirt;Polyester;L;Autumn;0.18
PRD07754;Jacket Polyester XL;Jacket;Polyester;XL;Autumn;0.71
PRD07755;Pants Cotton S;Pants;Cotton;S;Spring;0.36
PRD07756;Sweater Cotton XS;Sweater;Cotton;XS;Spring;0.61
PRD07757;Pants Wool M;Pants;Wool;M;Summer;0.49
PRD07758;Blouse Polyester XS;Blouse;Polyester;XS;Winter;0.21
PRD07759;Blouse Cotton L;Blouse;Cotton;L;Autumn;0.22
PRD07760;Shirt Cotton M;Shirt;Cotton;M;Summer;0.21
PRD07761;Suit Polyester L;Suit;Polyester;L;Autumn;0.68
PRD07762;Shirt Linen M;Shirt;Linen;M;Summer;0.2
PRD07763;Jacket Cotton M;Jacket;Cotton;M;Autumn;0.75
PRD07764;Coat Polyester S;Coat;Polyester;S;Autumn;1.18
PRD07765;Suit Cotton L;Suit;Cotton;L;Winter;1.09
PRD07766;Suit Cotton L;Suit;Cotton;L;Spring;1.08
PRD07767;Pants Cotton M;Pants;Cotton;M;Winter;0.42
PRD07768;Jacket Linen M;Jacket;Linen;M;Autumn;0.79
PRD07769;Shirt Polyester XS;Shirt;Polyester;XS;Summer;0.17
PRD07770;Coat Linen S;Coat;Linen;S;Spring;1.55
PRD07771;Dress Wool L;Dress;Wool;L;Summer;0.5
PRD07772;Coat Linen M;Coat;Linen;M;Summer;1.34
PRD07773;Pants Cotton M;Pants;Cotton;M;Winter;0.4
PRD07774;Pants Cotton L;Pants;Cotton;L;Spring;0.39
PRD07775;Pants Denim M;Pants;Denim;M;Summer;0.55
PRD07776;Shirt Wool M;Shirt;Wool;M;Winter;0.25
PRD07777;Pants Linen S;Pants;Linen;S;Autumn;0.39
PRD07778;T-Shirt Cotton L;T-Shirt;Cotton;L;Winter;0.13
PRD07779;Blouse Cotton M;Blouse;Cotton;M;Spring;0.31
PRD07780;Dress Wool S;Dress;Wool;S;Summer;0.58
PRD07781;Dress Cotton L;Dress;Cotton;L;Summer;0.51
PRD07782;Shirt Polyester M;Shirt;Polyester;M;Spring;0.16
PRD07783;Blouse Polyester L;Blouse;Polyester;L;Summer;0.2
PRD07784;Shirt Cotton XL;Shirt;Cotton;XL;Spring;0.19
PRD07785;Shorts Cotton L;Shorts;Cotton;L;Spring;0.31
PRD07786;Dress Cotton L;Dress;Cotton;L;Spring;0.53
PRD07787;Pants Cotton S;Pants;Cotton;S;Summer;0.3
PRD07788;Shorts Polyester M;Shorts;Polyester;M;Spring;0.23
PRD07789;Shirt Cotton L;Shirt;Cotton;L;Autumn;0.19
PRD07790;Skirt Cotton M;Skirt;Cotton;M;Summer;0.37
PRD07791;Skirt Silk M;Skirt;Silk;M;Autumn;0.23
PRD07792;Pants Polyester L;Pants;Polyester;L;Spring;0.37
PRD07793;Jacket Cotton S;Jacket;Cotton;S;Summer;0.84
PRD07794;Suit Wool S;Suit;Wool;S;Summer;1.21
PRD07795;Sweater Silk L;Sweater;Silk;L;Spring;0.51
PRD07796;Shirt Cotton L;Shirt;Cotton;L;Spring;0.22
PRD07797;Shorts Polyester L;Shorts;Polyester;L;Winter;0.28
PRD07798;Shirt Polyester L;Shirt;Polyester;L;Autumn;0.16
PRD07799;Pants Cotton L;Pants;Cotton;L;Winter;0.38
PRD07800;Pants Linen L;Pants;Linen;L;Autumn;0.39
PRD07801;Shirt Denim S;Shirt;Denim;S;Spring;0.24
PRD07802;Shirt Denim L;Shirt;Denim;L;Summer;0.27
PRD07803;Hoodie Cotton S;Hoodie;Cotton;S;Winter;0.96
PRD07804;Pants Cotton S;Pants;Cotton;S;Autumn;0.4
PRD07805;Shirt Denim M;Shirt;Denim;M;Spring;0.24
PRD07806;Shirt Polyester M;Shirt;Polyester;M;Autumn;0.15
PRD07807;Coat Cotton M;Coat;Cotton;M;Winter;1.45
PRD07808;T-Shirt Wool S;T-Shirt;Wool;S;Summer;0.16
PRD07809;Pants Cotton M;Pants;Cotton;M;Winter;0.38
PRD07810;Shirt Cotton XS;Shirt;Cotton;XS;Winter;0.17
PRD07811;Pants Silk M;Pants;Silk;M;Winter;0.3
PRD07812;Shirt Cotton L;Shirt;Cotton;L;Autumn;0.21
PRD07813;Shirt Cotton L;Shirt;Cotton;L;Spring;0.21
PRD07814;Jacket Cotton L;Jacket;Cotton;L;Summer;0.77
PRD07815;Pants Polyester M;Pants;Polyester;M;Winter;0.31
PRD07816;Dress Cotton L;Dress;Cotton;L;Autumn;0.46
PRD07817;Pants Polyester M;Pants;Polyester;M;Summer;0.34
PRD07818;Shorts Polyester S;Shorts;Polyester;S;Spring;0.21
PRD07819;Blouse Linen L;Blouse;Linen;L;Winter;0.23
PRD07820;Skirt Cotton L;Skirt;Cotton;L;Winter;0.28
PRD07821;Jacket Linen L;Jacket;Linen;L;Spring;0.85
PRD07822;Jacket Cotton L;Jacket;Cotton;L;Summer;0.84
PRD07823;Jacket Wool S;Jacket;Wool;S;Summer;0.96
PRD07824;Sweater Polyester L;Sweater;Polyester;L;Spring;0.5
PRD07825;Dress Cotton L;Dress;Cotton;L;Autumn;0.43
PRD07826;T-Shirt Wool L;T-Shirt;Wool;L;Summer;0.19
PRD07827;Shorts Cotton L;Shorts;Cotton;L;Winter;0.35
PRD07828;Pants Cotton M;Pants;Cotton;M;Summer;0.42
PRD07829;Skirt Cotton S;Skirt;Cotton;S;Spring;0.31
PRD07830;Shirt Wool S;Shirt;Wool;S;Winter;0.24
PRD07831;Pants Cotton S;Pants;Cotton;S;Spring;0.4
PRD07832;Jacket Cotton S;Jacket;Cotton;S;Winter;0.82
PRD07833;Pants Cotton M;Pants;Cotton;M;Summer;0.37
PRD07834;Blouse Polyester XL;Blouse;Polyester;XL;Summer;0.18
PRD07835;Shirt Polyester L;Shirt;Polyester;L;Winter;0.16
PRD07836;Dress Cotton L;Dress;Cotton;L;Autumn;0.57
PRD07837;Skirt Cotton XS;Skirt;Cotton;XS;Spring;0.32
PRD07838;Coat Polyester M;Coat;Polyester;M;Summer;1.05
PRD07839;Jacket Linen L;Jacket;Linen;L;Autumn;0.7
PRD07840;T-Shirt Wool S;T-Shirt;Wool;S;Autumn;0.19
PRD07841;Skirt Silk L;Skirt;Silk;L;Summer;0.24
PRD07842;Jacket Cotton XL;Jacket;Cotton;XL;Summer;0.94
PRD07843;Shirt Denim M;Shirt;Denim;M;Spring;0.25
PRD07844;Dress Cotton L;Dress;Cotton;L;Summer;0.54
PRD07845;T-Shirt Denim S;T-Shirt;Denim;S;Winter;0.2
PRD07846;Suit Cotton L;Suit;Cotton;L;Winter;0.99
PRD07847;T-Shirt Polyester XS;T-Shirt;Polyester;XS;Autumn;0.12
PRD07848;Dress Cotton S;Dress;Cotton;S;Summer;0.5
PRD07849;Shirt Cotton L;Shirt;Cotton;L;Spring;0.22
PRD07850;Shirt Linen L;Shirt;Linen;L;Summer;0.15
PRD07851;Pants Wool L;Pants;Wool;L;Spring;0.5
PRD07852;Coat Denim M;Coat;Denim;M;Summer;2.25
PRD07853;T-Shirt Polyester L;T-Shirt;Polyester;L;Winter;0.14
PRD07854;Pants Polyester L;Pants;Polyester;L;Autumn;0.34
PRD07855;Dress Cotton XL;Dress;Cotton;XL;Summer;0.46
PRD07856;Jacket Denim L;Jacket;Denim;L;Winter;1.12
PRD07857;Jacket Polyester L;Jacket;Polyester;L;Spring;0.72
PRD07858;Pants Wool L;Pants;Wool;L;Summer;0.46
PRD07859;Shirt Polyester M;Shirt;Polyester;M;Winter;0.17
PRD07860;Shirt Polyester S;Shirt;Polyester;S;Autumn;0.16
PRD07861;Shirt Denim S;Shirt;Denim;S;Winter;0.24
PRD07862;Shirt Cotton L;Shirt;Cotton;L;Spring;0.19
PRD07863;Shirt Cotton L;Shirt;Cotton;L;Spring;0.2
PRD07864;Suit Cotton L;Suit;Cotton;L;Spring;0.91
PRD07865;Pants Linen M;Pants;Linen;M;Summer;0.32
PRD07866;Hoodie Cotton XS;Hoodie;Cotton;XS;Spring;0.82
PRD07867;Shirt Cotton M;Shirt;Cotton;M;Autumn;0.21
PRD07868;Pants Cotton M;Pants;Cotton;M;Winter;0.34
PRD07869;Jacket Polyester M;Jacket;Polyester;M;Winter;0.5
PRD07870;Shirt Polyester XL;Shirt;Polyester;XL;Summer;0.18
PRD07871;T-Shirt Cotton S;T-Shirt;Cotton;S;Spring;0.13
PRD07872;Shirt Denim M;Shirt;Denim;M;Winter;0.25
PRD07873;Shorts Denim M;Shorts;Denim;M;Winter;0.43
PRD07874;Blouse Cotton XL;Blouse;Cotton;XL;Winter;0.21
PRD07875;Skirt Wool L;Skirt;Wool;L;Spring;0.31
PRD07876;Skirt Polyester M;Skirt;Polyester;M;Summer;0.22
PRD07877;Suit Cotton XL;Suit;Cotton;XL;Spring;1.1
PRD07878;Jacket Cotton M;Jacket;Cotton;M;Winter;0.8
PRD07879;Suit Polyester S;Suit;Polyester;S;Spring;0.8
PRD07880;Shirt Polyester M;Shirt;Polyester;M;Autumn;0.16
PRD07881;Shirt Cotton S;Shirt;Cotton;S;Summer;0.21
PRD07882;Dress Linen L;Dress;Linen;L;Summer;0.51
PRD07883;Skirt Polyester XL;Skirt;Polyester;XL;Autumn;0.31
PRD07884;Blouse Wool L;Blouse;Wool;L;Autumn;0.3
PRD07885;Shirt Cotton M;Shirt;Cotton;M;Winter;0.23
PRD07886;T-Shirt Polyester M;T-Shirt;Polyester;M;Spring;0.13
PRD07887;Pants Cotton S;Pants;Cotton;S;Winter;0.41
PRD07888;Jacket Polyester M;Jacket;Polyester;M;Winter;0.5
PRD07889;Pants Linen S;Pants;Linen;S;Winter;0.35
PRD07890;Jacket Linen M;Jacket;Linen;M;Winter;0.7
PRD07891;Shirt Cotton L;Shirt;Cotton;L;Spring;0.21
PRD07892;Dress Wool L;Dress;Wool;L;Autumn;0.59
PRD07893;T-Shirt Denim S;T-Shirt;Denim;S;Spring;0.18
PRD07894;Jacket Polyester M;Jacket;Polyester;M;Summer;0.77
PRD07895;Dress Cotton M;Dress;Cotton;M;Summer;0.57
PRD07896;T-Shirt Wool S;T-Shirt;Wool;S;Winter;0.14
PRD07897;Coat Cotton M;Coat;Cotton;M;Summer;1.46
PRD07898;Dress Silk M;Dress;Silk;M;Summer;0.37
PRD07899;Pants Polyester L;Pants;Polyester;L;Spring;0.36
PRD07900;Blouse Cotton L;Blouse;Cotton;L;Winter;0.24
PRD07901;Skirt Cotton M;Skirt;Cotton;M;Winter;0.29
PRD07902;Pants Cotton L;Pants;Cotton;L;Spring;0.4
PRD07903;Pants Silk S;Pants;Silk;S;Summer;0.3
PRD07904;T-Shirt Cotton L;T-Shirt;Cotton;L;Winter;0.13
PRD07905;Shirt Polyester S;Shirt;Polyester;S;Winter;0.13
PRD07906;Hoodie Denim S;Hoodie;Denim;S;Winter;1.32
PRD07907;Shirt Cotton S;Shirt;Cotton;S;Spring;0.18
PRD07908;T-Shirt Polyester M;T-Shirt;Polyester;M;Spring;0.15
PRD07909;Jacket Polyester M;Jacket;Polyester;M;Summer;0.58
PRD07910;Dress Polyester XL;Dress;Polyester;XL;Winter;0.39
PRD07911;Blouse Cotton L;Blouse;Cotton;L;Winter;0.26
PRD07912;Jacket Cotton M;Jacket;Cotton;M;Winter;0.63
PRD07913;Skirt Polyester M;Skirt;Polyester;M;Winter;0.31
PRD07914;Shirt Silk L;Shirt;Silk;L;Spring;0.13
PRD07915;Shirt Cotton L;Shirt;Cotton;L;Spring;0.18
PRD07916;Pants Cotton L;Pants;Cotton;L;Autumn;0.35
PRD07917;Coat Cotton M;Coat;Cotton;M;Winter;1.55
PRD07918;Shirt Linen L;Shirt;Linen;L;Summer;0.19
PRD07919;Shirt Cotton L;Shirt;Cotton;L;Spring;0.18
PRD07920;Jacket Silk S;Jacket;Silk;S;Winter;0.48
PRD07921;Suit Cotton S;Suit;Cotton;S;Winter;1.11
PRD07922;Coat Denim L;Coat;Denim;L;Summer;1.82
PRD07923;Shirt Polyester L;Shirt;Polyester;L;Summer;0.13
PRD07924;Shirt Wool M;Shirt;Wool;M;Summer;0.24
PRD07925;Shorts Cotton XL;Shorts;Cotton;XL;Winter;0.29
PRD07926;Pants Linen S;Pants;Linen;S;Autumn;0.43
PRD07927;T-Shirt Cotton M;T-Shirt;Cotton;M;Summer;0.14
PRD07928;T-Shirt Cotton M;T-Shirt;Cotton;M;Spring;0.15
PRD07929;T-Shirt Cotton XL;T-Shirt;Cotton;XL;Spring;0.15
PRD07930;Shirt Silk M;Shirt;Silk;M;Winter;0.13
PRD07931;T-Shirt Linen M;T-Shirt;Linen;M;Spring;0.14
PRD07932;Sweater Polyester S;Sweater;Polyester;S;Autumn;0.5
PRD07933;Skirt Polyester M;Skirt;Polyester;M;Spring;0.23
PRD07934;Pants Cotton L;Pants;Cotton;L;Autumn;0.42
PRD07935;Pants Linen M;Pants;Linen;M;Spring;0.4
PRD07936;Shirt Linen L;Shirt;Linen;L;Spring;0.17
PRD07937;Dress Wool XL;Dress;Wool;XL;Spring;0.56
PRD07938;Skirt Polyester S;Skirt;Polyester;S;Autumn;0.28
PRD07939;Jacket Denim L;Jacket;Denim;L;Summer;0.98
PRD07940;Dress Silk M;Dress;Silk;M;Summer;0.35
PRD07941;Jacket Polyester S;Jacket;Polyester;S;Summer;0.75
PRD07942;Suit Cotton L;Suit;Cotton;L;Summer;1.01
PRD07943;Blouse Polyester L;Blouse;Polyester;L;Winter;0.2
PRD07944;Shirt Polyester M;Shirt;Polyester;M;Winter;0.16
PRD07945;Jacket Cotton XS;Jacket;Cotton;XS;Spring;0.74
PRD07946;Shirt Cotton XL;Shirt;Cotton;XL;Spring;0.21
PRD07947;Suit Polyester L;Suit;Polyester;L;Winter;0.73
PRD07948;Sweater Polyester M;Sweater;Polyester;M;Autumn;0.6
PRD07949;Shorts Polyester M;Shorts;Polyester;M;Summer;0.24
PRD07950;Pants Cotton XS;Pants;Cotton;XS;Autumn;0.41
PRD07951;Shorts Linen M;Shorts;Linen;M;Winter;0.32
PRD07952;Shirt Polyester M;Shirt;Polyester;M;Autumn;0.14
PRD07953;Skirt Cotton M;Skirt;Cotton;M;Winter;0.3
PRD07954;Shirt Cotton S;Shirt;Cotton;S;Summer;0.21
PRD07955;Blouse Silk L;Blouse;Silk;L;Spring;0.16
PRD07956;Dress Linen M;Dress;Linen;M;Summer;0.49
PRD07957;Suit Cotton M;Suit;Cotton;M;Summer;0.95
PRD07958;T-Shirt Denim M;T-Shirt;Denim;M;Winter;0.2
PRD07959;Shirt Cotton M;Shirt;Cotton;M;Summer;0.2
PRD07960;Shirt Denim S;Shirt;Denim;S;Winter;0.26
PRD07961;Blouse Cotton L;Blouse;Cotton;L;Summer;0.25
PRD07962;Pants Cotton M;Pants;Cotton;M;Autumn;0.4
PRD07963;Shirt Polyester XS;Shirt;Polyester;XS;Winter;0.15
PRD07964;Dress Cotton XS;Dress;Cotton;XS;Winter;0.47
PRD07965;Skirt Polyester M;Skirt;Polyester;M;Spring;0.25
PRD07966;Shirt Linen S;Shirt;Linen;S;Autumn;0.18
PRD07967;Pants Linen M;Pants;Linen;M;Autumn;0.34
PRD07968;Shirt Polyester M;Shirt;Polyester;M;Summer;0.17
PRD07969;Jacket Polyester L;Jacket;Polyester;L;Winter;0.61
PRD07970;Blouse Cotton XL;Blouse;Cotton;XL;Winter;0.29
PRD07971;Hoodie Cotton M;Hoodie;Cotton;M;Winter;1.12
PRD07972;Suit Polyester L;Suit;Polyester;L;Summer;0.91
PRD07973;Shirt Cotton L;Shirt;Cotton;L;Spring;0.23
PRD07974;Blouse Wool XL;Blouse;Wool;XL;Summer;0.32
PRD07975;Dress Polyester S;Dress;Polyester;S;Summer;0.39
PRD07976;Shirt Cotton L;Shirt;Cotton;L;Summer;0.16
PRD07977;Shorts Polyester XL;Shorts;Polyester;XL;Summer;0.22
PRD07978;Sweater Cotton M;Sweater;Cotton;M;Winter;0.65
PRD07979;Sweater Polyester M;Sweater;Polyester;M;Spring;0.63
PRD07980;Coat Linen XL;Coat;Linen;XL;Winter;1.38
PRD07981;Pants Polyester L;Pants;Polyester;L;Spring;0.3
PRD07982;Pants Cotton M;Pants;Cotton;M;Winter;0.33
PRD07983;Coat Wool L;Coat;Wool;L;Spring;2.22
PRD07984;Pants Cotton M;Pants;Cotton;M;Winter;0.42
PRD07985;Jacket Wool S;Jacket;Wool;S;Autumn;1.05
PRD07986;T-Shirt Polyester M;T-Shirt;Polyester;M;Summer;0.11
PRD07987;T-Shirt Polyester M;T-Shirt;Polyester;M;Winter;0.12
PRD07988;Dress Silk L;Dress;Silk;L;Winter;0.34
PRD07989;T-Shirt Wool M;T-Shirt;Wool;M;Winter;0.18
PRD07990;T-Shirt Cotton L;T-Shirt;Cotton;L;Summer;0.18
PRD07991;Suit Cotton M;Suit;Cotton;M;Summer;0.88
PRD07992;Pants Silk M;Pants;Silk;M;Winter;0.28
PRD07993;Pants Cotton S;Pants;Cotton;S;Autumn;0.41
PRD07994;Pants Polyester M;Pants;Polyester;M;Winter;0.32
PRD07995;Shirt Wool L;Shirt;Wool;L;Summer;0.26
PRD07996;Pants Polyester S;Pants;Polyester;S;Summer;0.26
PRD07997;Pants Linen L;Pants;Linen;L;Winter;0.43
PRD07998;Dress Wool M;Dress;Wool;M;Winter;0.52
PRD07999;Blouse Wool XS;Blouse;Wool;XS;Winter;0.27
PRD08000;Shirt Linen S;Shirt;Linen;S;Spring;0.17
PRD08001;Sweater Polyester L;Sweater;Polyester;L;Autumn;0.52
PRD08002;Coat Polyester M;Coat;Polyester;M;Spring;1.25
PRD08003;Shirt Polyester L;Shirt;Polyester;L;Autumn;0.16
PRD08004;Shorts Wool L;Shorts;Wool;L;Winter;0.36
PRD08005;Skirt Silk M;Skirt;Silk;M;Summer;0.18
PRD08006;Jacket Cotton M;Jacket;Cotton;M;Spring;0.79
PRD08007;Sweater Cotton M;Sweater;Cotton;M;Winter;0.7
PRD08008;Pants Denim XL;Pants;Denim;XL;Winter;0.58
PRD08009;Coat Polyester M;Coat;Polyester;M;Winter;1.22
PRD08010;Shirt Cotton S;Shirt;Cotton;S;Autumn;0.21
PRD08011;T-Shirt Wool M;T-Shirt;Wool;M;Summer;0.22
PRD08012;Jacket Denim L;Jacket;Denim;L;Winter;0.92
PRD08013;Suit Linen L;Suit;Linen;L;Winter;0.87
PRD08014;Pants Wool XL;Pants;Wool;XL;Autumn;0.43
PRD08015;Coat Cotton L;Coat;Cotton;L;Summer;1.74
PRD08016;T-Shirt Silk M;T-Shirt;Silk;M;Spring;0.12
PRD08017;Dress Polyester M;Dress;Polyester;M;Spring;0.46
PRD08018;Suit Silk L;Suit;Silk;L;Summer;0.74
PRD08019;Dress Cotton XL;Dress;Cotton;XL;Summer;0.52
PRD08020;Blouse Cotton M;Blouse;Cotton;M;Summer;0.24
PRD08021;Dress Polyester M;Dress;Polyester;M;Winter;0.43
PRD08022;T-Shirt Cotton L;T-Shirt;Cotton;L;Summer;0.13
PRD08023;T-Shirt Wool M;T-Shirt;Wool;M;Summer;0.16
PRD08024;Jacket Denim M;Jacket;Denim;M;Summer;1.0
PRD08025;Pants Wool XL;Pants;Wool;XL;Spring;0.57
PRD08026;Jacket Silk L;Jacket;Silk;L;Spring;0.53
PRD08027;T-Shirt Polyester S;T-Shirt;Polyester;S;Summer;0.12
PRD08028;Pants Linen M;Pants;Linen;M;Summer;0.37
PRD08029;Dress Linen M;Dress;Linen;M;Autumn;0.49
PRD08030;T-Shirt Wool XL;T-Shirt;Wool;XL;Autumn;0.2
PRD08031;Jacket Polyester XL;Jacket;Polyester;XL;Winter;0.57
PRD08032;Suit Polyester L;Suit;Polyester;L;Spring;0.79
PRD08033;Pants Wool M;Pants;Wool;M;Winter;0.49
PRD08034;Shirt Cotton XS;Shirt;Cotton;XS;Summer;0.21
PRD08035;T-Shirt Linen L;T-Shirt;Linen;L;Summer;0.15
PRD08036;Shirt Denim M;Shirt;Denim;M;Summer;0.28
PRD08037;Pants Polyester L;Pants;Polyester;L;Spring;0.32
PRD08038;T-Shirt Wool L;T-Shirt;Wool;L;Autumn;0.2
PRD08039;Pants Wool M;Pants;Wool;M;Summer;0.53
PRD08040;Hoodie Wool XL;Hoodie;Wool;XL;Winter;1.18
PRD08041;Hoodie Polyester XS;Hoodie;Polyester;XS;Summer;0.68
PRD08042;Pants Silk L;Pants;Silk;L;Autumn;0.3
PRD08043;Shirt Polyester M;Shirt;Polyester;M;Summer;0.18
PRD08044;Coat Cotton L;Coat;Cotton;L;Autumn;1.42
PRD08045;Dress Linen L;Dress;Linen;L;Winter;0.46
PRD08046;Shirt Wool XS;Shirt;Wool;XS;Summer;0.28
PRD08047;Coat Linen M;Coat;Linen;M;Winter;1.4
PRD08048;Shirt Cotton S;Shirt;Cotton;S;Winter;0.2
PRD08049;Blouse Cotton S;Blouse;Cotton;S;Spring;0.29
PRD08050;Shirt Denim L;Shirt;Denim;L;Spring;0.25
PRD08051;Shirt Cotton S;Shirt;Cotton;S;Spring;0.17
PRD08052;Shirt Linen M;Shirt;Linen;M;Summer;0.17
PRD08053;Shorts Linen S;Shorts;Linen;S;Spring;0.3
PRD08054;Coat Wool M;Coat;Wool;M;Spring;1.89
PRD08055;T-Shirt Cotton L;T-Shirt;Cotton;L;Summer;0.15
PRD08056;Jacket Wool M;Jacket;Wool;M;Summer;1.06
PRD08057;Pants Silk L;Pants;Silk;L;Winter;0.28
PRD08058;Pants Polyester L;Pants;Polyester;L;Summer;0.31
PRD08059;Dress Polyester S;Dress;Polyester;S;Spring;0.43
PRD08060;Skirt Polyester L;Skirt;Polyester;L;Winter;0.23
PRD08061;Suit Cotton M;Suit;Cotton;M;Winter;1.05
PRD08062;Pants Silk S;Pants;Silk;S;Autumn;0.26
PRD08063;Shorts Silk M;Shorts;Silk;M;Summer;0.19
PRD08064;Shirt Denim S;Shirt;Denim;S;Summer;0.24
PRD08065;Shorts Polyester L;Shorts;Polyester;L;Summer;0.24
PRD08066;Shirt Linen XS;Shirt;Linen;XS;Autumn;0.17
PRD08067;Dress Cotton S;Dress;Cotton;S;Autumn;0.47
PRD08068;Pants Wool M;Pants;Wool;M;Summer;0.47
PRD08069;Jacket Polyester M;Jacket;Polyester;M;Winter;0.64
PRD08070;Skirt Silk L;Skirt;Silk;L;Summer;0.18
PRD08071;Jacket Linen M;Jacket;Linen;M;Spring;0.54
PRD08072;Jacket Denim L;Jacket;Denim;L;Autumn;1.08
PRD08073;Sweater Silk XL;Sweater;Silk;XL;Spring;0.5
PRD08074;Coat Silk M;Coat;Silk;M;Spring;0.91
PRD08075;T-Shirt Cotton L;T-Shirt;Cotton;L;Winter;0.16
PRD08076;Pants Linen M;Pants;Linen;M;Winter;0.38
PRD08077;Skirt Polyester S;Skirt;Polyester;S;Autumn;0.23
PRD08078;Skirt Cotton M;Skirt;Cotton;M;Summer;0.36
PRD08079;Jacket Cotton S;Jacket;Cotton;S;Summer;0.9
PRD08080;Dress Wool XL;Dress;Wool;XL;Winter;0.58
PRD08081;Pants Cotton S;Pants;Cotton;S;Winter;0.38
PRD08082;Shirt Polyester L;Shirt;Polyester;L;Winter;0.14
PRD08083;Pants Wool M;Pants;Wool;M;Winter;0.54
PRD08084;Shirt Silk L;Shirt;Silk;L;Spring;0.14
PRD08085;Coat Linen S;Coat;Linen;S;Winter;1.46
PRD08086;Suit Polyester L;Suit;Polyester;L;Spring;0.63
PRD08087;Shorts Cotton S;Shorts;Cotton;S;Spring;0.32
PRD08088;Sweater Cotton L;Sweater;Cotton;L;Spring;0.66
PRD08089;Shirt Cotton L;Shirt;Cotton;L;Autumn;0.21
PRD08090;Blouse Cotton L;Blouse;Cotton;L;Winter;0.26
PRD08091;T-Shirt Denim S;T-Shirt;Denim;S;Spring;0.19
PRD08092;Jacket Polyester S;Jacket;Polyester;S;Winter;0.6
PRD08093;Skirt Cotton L;Skirt;Cotton;L;Summer;0.31
PRD08094;Hoodie Cotton S;Hoodie;Cotton;S;Winter;0.82
PRD08095;Skirt Polyester S;Skirt;Polyester;S;Summer;0.27
PRD08096;Blouse Polyester M;Blouse;Polyester;M;Summer;0.19
PRD08097;Shirt Cotton M;Shirt;Cotton;M;Winter;0.2
PRD08098;Shirt Denim S;Shirt;Denim;S;Winter;0.24
PRD08099;Jacket Cotton M;Jacket;Cotton;M;Summer;0.81
PRD08100;Skirt Cotton M;Skirt;Cotton;M;Winter;0.27
PRD08101;T-Shirt Cotton S;T-Shirt;Cotton;S;Winter;0.14
PRD08102;Hoodie Polyester M;Hoodie;Polyester;M;Winter;0.89
PRD08103;Jacket Cotton M;Jacket;Cotton;M;Autumn;0.87
PRD08104;Shirt Cotton L;Shirt;Cotton;L;Summer;0.21
PRD08105;T-Shirt Cotton S;T-Shirt;Cotton;S;Summer;0.16
PRD08106;Skirt Polyester L;Skirt;Polyester;L;Summer;0.25
PRD08107;Shirt Cotton M;Shirt;Cotton;M;Autumn;0.2
PRD08108;Dress Cotton M;Dress;Cotton;M;Summer;0.54
PRD08109;Sweater Polyester S;Sweater;Polyester;S;Winter;0.51
PRD08110;T-Shirt Cotton XS;T-Shirt;Cotton;XS;Spring;0.17
PRD08111;Dress Polyester L;Dress;Polyester;L;Autumn;0.4
PRD08112;Pants Cotton M;Pants;Cotton;M;Autumn;0.43
PRD08113;Hoodie Cotton L;Hoodie;Cotton;L;Summer;1.04
PRD08114;Suit Polyester XL;Suit;Polyester;XL;Summer;0.84
PRD08115;Jacket Cotton M;Jacket;Cotton;M;Spring;0.74
PRD08116;Pants Cotton M;Pants;Cotton;M;Spring;0.45
PRD08117;Sweater Polyester M;Sweater;Polyester;M;Summer;0.65
PRD08118;Pants Silk XL;Pants;Silk;XL;Winter;0.23
PRD08119;Shirt Wool L;Shirt;Wool;L;Spring;0.24
PRD08120;Dress Linen L;Dress;Linen;L;Autumn;0.46
PRD08121;Pants Silk M;Pants;Silk;M;Summer;0.27
