ProductReference;SupplierName;DateOfIncident;IssueDescription;ResolutionStatus;CostImpact (€)
PRD05428;SupplierC;2023-12-05;Other;Resolved;303.0
PRD07148;SupplierG;2023-02-15;Other;In Progress;328.0
PRD03535;SupplierG;2023-10-23;Other;Resolved;121.0
PRD00124;SupplierD;2023-11-13;Incorrect Folding;Resolved;686.25
PRD07365;SupplierB;2023-05-08;Missing Items;Resolved;384.0
PRD06633;SupplierG;2023-12-18;Other;Resolved;169.0
PRD08521;SupplierA;2023-09-21;Other;Resolved;121.0
PRD06516;SupplierA;2024-04-23;Other;In Progress;51.0
PRD03309;SupplierC;2023-04-25;Packaging Damage;Resolved;1408.0
PRD00413;SupplierA;2023-09-27;Other;Not Resolved;219.0
PRD03905;SupplierB;2023-09-17;Labeling Error;Resolved;362.0
PRD03586;SupplierD;2024-03-20;Missing Items;Resolved;1436.0
PRD04453;SupplierB;2023-10-20;Labeling Error;Resolved;316.0
PRD04427;SupplierB;2023-01-31;Product Wrinkled;Resolved;532.5
PRD07520;SupplierB;2024-02-14;Labeling Error;Resolved;376.0
PRD04758;SupplierC;2023-11-20;Labeling Error;Resolved;119.0
PRD04323;SupplierB;2024-06-01;Packaging Damage;Resolved;1423.0
PRD00212;SupplierA;2024-07-02;Packaging Damage;Resolved;908.0
PRD03973;SupplierA;2023-11-26;Other;Not Resolved;115.0
PRD05764;SupplierF;2024-04-16;Labeling Error;Resolved;454.0
PRD09122;SupplierC;2023-04-24;Other;Resolved;104.0
PRD09060;SupplierE;2023-03-11;Incorrect Folding;Resolved;452.5
PRD04719;SupplierA;2023-03-12;Other;Resolved;369.0
PRD00204;SupplierA;2023-05-29;Labeling Error;In Progress;420.0
PRD01874;SupplierB;2023-11-11;Labeling Error;In Progress;300.0
PRD02278;SupplierA;2023-12-18;Missing Items;Resolved;774.0
PRD00381;SupplierA;2023-08-14;Labeling Error;Resolved;344.0
PRD06112;SupplierB;2024-04-10;Other;Resolved;213.0
PRD00701;SupplierA;2024-02-04;Other;Not Resolved;272.0
PRD05268;SupplierE;2023-03-19;Other;Resolved;124.0
PRD03629;SupplierB;2023-10-29;Incorrect Folding;Resolved;541.25
PRD06462;SupplierE;2023-06-29;Packaging Damage;Resolved;754.0
PRD03273;SupplierC;2024-03-28;Packaging Damage;Resolved;1916.0
PRD05957;SupplierC;2023-02-15;Other;In Progress;247.0
PRD06394;SupplierB;2023-07-25;Packaging Damage;Resolved;1074.0
PRD04411;SupplierD;2023-09-13;Labeling Error;Resolved;287.0
PRD07154;SupplierA;2023-12-07;Labeling Error;Resolved;347.0
PRD04838;SupplierG;2023-03-29;Packaging Damage;In Progress;1634.0
PRD02772;SupplierB;2024-02-04;Other;Resolved;287.0
PRD03213;SupplierG;2023-07-21;Labeling Error;Not Resolved;236.0
PRD03281;SupplierA;2024-02-09;Missing Items;Resolved;1248.0
PRD00172;SupplierE;2024-06-16;Labeling Error;Resolved;488.0
PRD06328;SupplierE;2024-02-27;Packaging Damage;Resolved;1759.0
;SupplierA;2023-10-04;Packaging Damage;Resolved;1454.0
PRD00499;SupplierE;2023-11-25;Packaging Damage;In Progress;1313.0
PRD08866;SupplierD;2023-11-19;Packaging Damage;Not Resolved;502.0
PRD06190;SupplierC;2023-06-05;Labeling Error;Resolved;487.0
PRD00152;SupplierG;2023-01-10;Missing Items;Resolved;1396.0
PRD00831;SupplierB;2024-03-23;Other;In Progress;137.0
PRD06071;SupplierC;2024-05-31;Other;Resolved;352.0
PRD06604;SupplierA;2023-08-08;Labeling Error;In Progress;135.0
PRD04209;SupplierA;2023-05-26;Incorrect Folding;Resolved;203.75
PRD03319;SupplierA;2023-09-09;Incorrect Folding;In Progress;517.5
PRD04767;SupplierA;2024-02-20;Labeling Error;Resolved;160.0
PRD07830;SupplierG;2023-09-18;Incorrect Folding;In Progress;138.75
PRD04024;SupplierB;2024-05-03;Labeling Error;Resolved;243.0
PRD02226;SupplierF;2024-06-01;Other;Not Resolved;123.0
PRD01668;SupplierA;2023-09-12;Other;Resolved;185.0
PRD05607;SupplierA;2023-12-10;Labeling Error;Not Resolved;255.0
PRD06287;SupplierF;2023-05-22;Labeling Error;Resolved;478.0
PRD09084;SupplierE;2024-06-21;Packaging Damage;In Progress;1777.0
PRD06993;SupplierB;2024-03-18;Other;Resolved;398.0
PRD00239;SupplierB;2024-02-18;Packaging Damage;In Progress;1969.0
PRD09669;SupplierC;2023-05-24;Packaging Damage;Not Resolved;1162.0
PRD01047;SupplierA;2023-01-22;Other;Resolved;346.0
PRD07483;SupplierF;2024-03-08;Incorrect Folding;In Progress;450.0
PRD04224;SupplierA;2024-02-17;Labeling Error;Resolved;492.0
PRD06274;SupplierD;2023-07-09;Other;Resolved;100.0
PRD04043;SupplierE;2023-01-17;Missing Items;In Progress;1397.0
PRD07487;SupplierB;2023-05-22;Other;Resolved;53.0
PRD04649;SupplierB;2023-01-18;Labeling Error;Resolved;174.0
PRD04548;SupplierB;2023-07-05;Packaging Damage;Resolved;903.0
PRD03034;SupplierG;2023-06-09;Labeling Error;In Progress;349.0
PRD06291;SupplierF;2024-01-11;Labeling Error;In Progress;409.0
PRD00708;SupplierB;2023-01-17;Labeling Error;Resolved;153.0
PRD06967;SupplierE;2024-05-18;Labeling Error;Resolved;297.0
PRD05282;SupplierA;2024-04-28;Other;Not Resolved;134.0
PRD09987;SupplierB;2023-12-19;Other;Not Resolved;78.0
PRD09117;SupplierA;2024-01-21;Other;Resolved;253.0
PRD05685;SupplierE;2023-04-12;Labeling Error;Resolved;309.0
PRD06693;SupplierA;2023-01-18;Packaging Damage;Resolved;919.0
PRD09492;SupplierB;2023-05-24;Labeling Error;In Progress;318.0
PRD05993;SupplierA;2023-07-25;Other;Resolved;159.0
PRD01427;SupplierE;2023-03-17;Labeling Error;Not Resolved;123.0
PRD07107;SupplierB;2023-10-17;Incorrect Folding;Resolved;645.0
PRD01160;SupplierB;2023-01-31;Incorrect Folding;Resolved;202.5
PRD01390;SupplierB;2023-06-07;Missing Items;Resolved;1449.0
PRD02042;SupplierB;2024-06-18;Other;Resolved;101.0
PRD07177;SupplierA;2023-09-23;Other;Resolved;174.0
PRD07244;SupplierC;2023-04-30;Other;In Progress;256.0
PRD02629;SupplierB;2024-04-22;Other;Resolved;184.0
PRD06895;SupplierA;2023-10-26;Incorrect Folding;Resolved;176.25
PRD05653;SupplierC;2023-08-29;Other;Not Resolved;156.0
PRD09198;SupplierC;2023-09-01;Missing Items;Resolved;1281.0
PRD05145;SupplierA;2023-11-09;Packaging Damage;Not Resolved;2416.25
PRD05456;SupplierB;2024-05-26;Other;Resolved;138.0
PRD06668;SupplierA;2023-11-22;Incorrect Folding;Resolved;728.75
PRD06113;SupplierA;2024-07-06;Other;In Progress;124.0
PRD03618;SupplierE;2024-05-20;Labeling Error;In Progress;380.0
PRD07790;SupplierD;2023-02-09;Other;Resolved;118.0
PRD04214;SupplierB;2024-05-05;Incorrect Folding;Resolved;485.0
PRD05626;SupplierA;2023-09-10;Labeling Error;In Progress;121.0
PRD07619;SupplierB;2024-05-11;Packaging Damage;In Progress;1886.0
PRD08619;SupplierA;2024-06-05;Labeling Error;Resolved;177.0
PRD04339;SupplierA;2023-06-20;Other;Resolved;361.0
PRD07406;SupplierE;2023-05-01;Incorrect Folding;Resolved;453.75
PRD06920;SupplierC;2024-02-27;Other;Resolved;79.0
PRD08820;SupplierA;2023-07-17;Other;Resolved;369.0
PRD06308;SupplierB;2024-02-26;Packaging Damage;In Progress;705.0
PRD02137;SupplierB;2024-07-03;Labeling Error;Resolved;422.0
PRD06862;SupplierC;2023-10-09;Labeling Error;Resolved;182.0
PRD01547;SupplierA;2024-04-08;Labeling Error;Resolved;110.0
PRD01494;SupplierE;2023-09-17;Labeling Error;Resolved;307.0
PRD00460;SupplierC;2024-06-27;Labeling Error;In Progress;179.0
PRD09867;SupplierF;2023-12-01;Packaging Damage;In Progress;1037.0
PRD01494;SupplierC;2024-03-09;Labeling Error;Resolved;141.0
PRD06496;SupplierA;2024-01-19;Labeling Error;Resolved;285.0
PRD02527;SupplierD;2023-06-26;Other;In Progress;259.0
PRD03182;SupplierA;2023-08-06;Other;Resolved;178.0
PRD08902;SupplierA;2024-01-02;Labeling Error;Resolved;483.0
PRD07055;SupplierA;2023-12-30;Other;Not Resolved;326.0
PRD08625;SupplierD;2023-02-05;Labeling Error;Resolved;282.0
PRD03897;SupplierB;2023-06-23;Labeling Error;Not Resolved;466.0
PRD02762;SupplierA;2023-10-31;Labeling Error;In Progress;448.0
PRD04558;SupplierF;2024-07-08;Packaging Damage;Resolved;740.0
PRD04744;SupplierA;2023-11-29;Packaging Damage;Not Resolved;1622.0
PRD06005;SupplierE;2023-04-10;Labeling Error;Resolved;460.0
PRD07398;SupplierC;2024-05-25;Labeling Error;Resolved;132.0
PRD08791;SupplierA;2023-07-19;Labeling Error;Resolved;472.0
PRD00151;SupplierE;2023-03-06;Incorrect Folding;Resolved;288.75
PRD07879;SupplierC;2023-08-17;Packaging Damage;Resolved;1145.0
PRD05353;SupplierA;2023-04-09;Missing Items;Resolved;1444.0
PRD09275;SupplierC;2023-05-18;Packaging Damage;In Progress;970.0
PRD05862;SupplierD;2024-03-05;Other;In Progress;184.0
PRD00553;SupplierF;2023-04-17;Other;Resolved;214.0
PRD07459;SupplierA;2024-05-01;Other;Resolved;261.0
PRD00941;SupplierB;2023-10-19;Other;Resolved;176.0
PRD01151;SupplierD;2023-09-26;Packaging Damage;Resolved;1084.0
PRD08695;SupplierA;2023-07-14;Missing Items;In Progress;1392.0
PRD07151;SupplierB;2023-06-03;Packaging Damage;Resolved;1532.0
PRD03046;SupplierB;2023-01-21;Packaging Damage;Resolved;1387.0
PRD05187;SupplierE;2023-09-20;Packaging Damage;Resolved;1463.0
PRD01803;SupplierB;2023-07-07;Other;Resolved;64.0
PRD09030;SupplierA;2023-02-12;Other;Resolved;279.0
PRD03670;SupplierC;2023-07-15;Incorrect Folding;Resolved;146.25
PRD03842;SupplierA;2023-05-17;Labeling Error;Resolved;327.0
PRD01964;SupplierA;2023-11-05;Other;Resolved;73.0
PRD01749;SupplierE;2023-06-07;Other;Resolved;361.0
PRD01513;SupplierB;2023-01-29;Incorrect Folding;Resolved;201.25
PRD06289;SupplierB;2023-08-06;Other;In Progress;162.0
PRD08611;SupplierA;2023-10-07;Incorrect Folding;Resolved;210.0
PRD08658;SupplierB;2023-02-23;Other;Resolved;373.0
PRD08743;SupplierA;2023-08-19;Incorrect Folding;Not Resolved;132.5
PRD07919;SupplierC;2023-02-04;Labeling Error;Resolved;167.0
PRD09452;SupplierA;2023-05-06;Other;Resolved;205.0
PRD01084;SupplierC;2023-08-28;Labeling Error;Resolved;331.0
PRD03973;SupplierA;2024-01-08;Other;Resolved;143.0
PRD03859;SupplierB;2023-05-01;Other;In Progress;339.0
PRD01224;SupplierB;2023-03-06;Incorrect Folding;Resolved;717.5
PRD09473;SupplierD;2023-08-27;Labeling Error;Resolved;448.0
PRD08839;SupplierA;2024-04-16;Other;Resolved;217.0
PRD07375;SupplierH;2023-02-24;Labeling Error;Resolved;183.0
PRD04500;SupplierB;2023-02-04;Other;Resolved;301.0
PRD07134;SupplierB;2024-04-14;Labeling Error;Resolved;183.0
PRD02477;SupplierF;2023-07-17;Labeling Error;Resolved;246.0
PRD01982;SupplierD;2024-03-17;Labeling Error;In Progress;206.0
PRD07751;SupplierF;2024-02-21;Incorrect Folding;Resolved;248.75
PRD09167;SupplierC;2023-05-23;Labeling Error;In Progress;395.0
PRD07663;SupplierB;2023-05-15;Labeling Error;Not Resolved;192.0
PRD02714;SupplierB;2023-05-15;Packaging Damage;Resolved;1156.0
PRD09020;SupplierB;2023-12-13;Packaging Damage;Resolved;903.0
PRD04598;SupplierA;2023-10-16;Other;Resolved;355.0
PRD09453;SupplierA;2023-01-08;Labeling Error;In Progress;411.0
PRD01245;SupplierD;2023-07-25;Packaging Damage;Resolved;1778.0
PRD05542;SupplierA;2023-03-27;Packaging Damage;In Progress;1527.0
PRD05461;SupplierD;2023-03-10;Labeling Error;Resolved;334.0
PRD01631;SupplierB;2024-04-05;Incorrect Folding;Resolved;731.25
PRD09231;SupplierB;2024-01-13;Other;Resolved;176.0
PRD04494;SupplierB;2023-11-10;Labeling Error;Resolved;110.0
PRD08762;SupplierC;2023-12-05;Packaging Damage;Not Resolved;1576.0
PRD04247;SupplierA;2023-08-18;Missing Items;In Progress;1430.0
PRD09989;SupplierF;2024-03-07;Labeling Error;Resolved;310.0
PRD02647;SupplierB;2023-03-02;Other;Not Resolved;107.0
PRD03803;SupplierA;2024-06-05;Labeling Error;Not Resolved;172.0
PRD05755;SupplierA;2024-04-30;Incorrect Folding;Resolved;457.5
PRD04739;SupplierA;2024-03-10;Incorrect Folding;Resolved;442.5
PRD00217;SupplierD;2023-09-27;Missing Items;Resolved;1316.0
PRD05452;SupplierA;2024-01-02;Other;Resolved;350.0
PRD09922;SupplierF;2024-07-02;Labeling Error;Resolved;191.0
PRD02047;SupplierF;2024-03-18;Labeling Error;In Progress;361.0
PRD00917;SupplierA;2023-08-11;Missing Items;Resolved;1418.0
PRD08974;SupplierE;2024-04-12;Incorrect Folding;Resolved;356.25
PRD05018;SupplierG;2024-05-09;Incorrect Folding;Not Resolved;420.0
PRD05773;SupplierA;2023-01-22;Other;Resolved;103.0
PRD09682;SupplierC;2023-12-18;Labeling Error;Resolved;393.0
PRD09940;SupplierC;2023-06-29;Other;Resolved;373.0
PRD04370;SupplierC;2024-05-22;Labeling Error;Resolved;414.0
PRD05627;SupplierC;2023-12-16;Packaging Damage;Resolved;1419.0
PRD06913;SupplierD;2024-03-07;Other;Not Resolved;346.0
PRD08384;SupplierB;2023-07-16;Labeling Error;Resolved;308.0
PRD03386;SupplierA;2023-02-07;Labeling Error;Resolved;457.0
PRD09179;SupplierA;2023-12-29;Incorrect Folding;Resolved;307.5
PRD02212;SupplierA;2023-05-06;Labeling Error;Resolved;409.0
PRD09360;SupplierB;2023-10-25;Packaging Damage;Not Resolved;659.0
PRD03591;SupplierF;2023-10-30;Other;In Progress;359.0
PRD07814;SupplierA;2024-01-26;Other;Resolved;181.0
PRD07830;SupplierB;2023-05-24;Incorrect Folding;In Progress;548.75
PRD00210;SupplierE;2023-04-26;Labeling Error;Resolved;413.0
PRD08851;SupplierA;2023-05-25;Other;Resolved;246.0
PRD03448;SupplierA;2024-05-19;Packaging Damage;In Progress;696.0
PRD00919;SupplierC;2024-06-13;Other;In Progress;352.0
PRD06917;SupplierB;2023-07-22;Other;Not Resolved;62.0
PRD01242;SupplierB;2023-02-17;Incorrect Folding;In Progress;532.5
PRD00304;SupplierA;2023-05-21;Packaging Damage;Resolved;802.0
PRD00741;SupplierC;2024-04-02;Other;Resolved;319.0
PRD03379;SupplierD;2023-06-30;Labeling Error;Resolved;468.0
PRD08033;SupplierF;2024-04-11;Incorrect Folding;Resolved;570.0
PRD00421;SupplierG;2024-02-21;Labeling Error;In Progress;139.0
PRD02062;SupplierA;2023-11-26;Other;Resolved;334.0
PRD07283;SupplierA;2024-01-31;Labeling Error;Resolved;203.0
PRD07076;SupplierA;2023-07-12;Labeling Error;In Progress;261.0
PRD09624;SupplierF;2024-05-16;Packaging Damage;Resolved;550.0
PRD07456;SupplierC;2024-04-16;Other;Resolved;265.0
PRD03922;SupplierE;2024-05-07;Packaging Damage;Resolved;1114.0
PRD07309;SupplierB;2023-12-31;Labeling Error;In Progress;357.0
PRD04501;SupplierB;2023-07-14;Incorrect Folding;Resolved;295.0
PRD01554;SupplierE;2023-12-25;Incorrect Folding;In Progress;221.25
PRD09046;SupplierA;2023-12-31;Labeling Error;Resolved;449.0
PRD07335;SupplierA;2024-02-20;Other;Resolved;218.0
PRD07995;SupplierD;2023-10-06;Incorrect Folding;Not Resolved;398.75
PRD05430;SupplierB;2023-02-05;Packaging Damage;Resolved;514.0
PRD09942;SupplierA;2024-05-16;Labeling Error;In Progress;318.0
PRD01754;SupplierA;2024-06-11;Missing Items;Resolved;853.0
PRD02246;SupplierA;2023-04-08;Other;Resolved;249.0
PRD07882;SupplierA;2024-06-18;Other;Resolved;163.0
PRD05969;SupplierB;2023-07-07;Other;Resolved;329.0
PRD03283;SupplierG;2024-07-01;Labeling Error;Resolved;468.0
PRD06262;SupplierC;2023-10-09;Labeling Error;Resolved;374.0
PRD01389;SupplierE;2024-02-20;Other;Resolved;231.0
PRD06181;SupplierB;2023-10-25;Incorrect Folding;In Progress;211.25
PRD09840;SupplierF;2024-06-23;Incorrect Folding;Resolved;393.75
PRD05679;SupplierA;2024-05-21;Packaging Damage;Resolved;2262.5
PRD02668;SupplierA;2023-04-10;Other;Resolved;189.0
PRD08065;SupplierB;2023-09-18;Missing Items;In Progress;931.0
PRD08976;SupplierA;2024-04-16;Incorrect Folding;Not Resolved;305.0
PRD02656;SupplierA;2023-07-24;Other;In Progress;379.0
PRD06468;SupplierA;2023-09-15;Labeling Error;Resolved;457.0
PRD08790;SupplierA;2023-11-08;Packaging Damage;Resolved;1488.0
PRD00155;SupplierA;2023-05-24;Packaging Damage;Resolved;718.0
PRD08790;SupplierE;2024-04-04;Packaging Damage;Resolved;1074.0
PRD08307;SupplierA;2023-12-18;Labeling Error;Resolved;293.0
PRD00206;SupplierD;2023-04-22;Labeling Error;Resolved;469.0
PRD04239;SupplierC;2023-03-20;Packaging Damage;Resolved;1459.0
PRD09438;SupplierA;2024-04-26;Other;Resolved;99.0
PRD07274;SupplierA;2023-04-25;Labeling Error;Resolved;294.0
PRD03381;SupplierB;2023-08-04;Packaging Damage;Resolved;1533.0
PRD04486;SupplierA;2024-05-14;Other;In Progress;322.0
PRD09019;SupplierA;2024-03-16;Labeling Error;Resolved;331.0
PRD07741;SupplierA;2023-09-18;Other;Resolved;111.0
PRD05343;SupplierB;2023-09-25;Labeling Error;In Progress;129.0
PRD01463;SupplierE;2024-05-10;Labeling Error;Resolved;136.0
PRD09175;SupplierC;2024-05-12;Other;Resolved;173.0
PRD03199;SupplierF;2023-01-30;Labeling Error;Resolved;347.0
PRD08684;SupplierD;2023-12-11;Other;In Progress;95.0
PRD00105;SupplierB;2024-06-24;Incorrect Folding;Resolved;285.0
PRD07730;SupplierA;2023-10-02;Other;Resolved;305.0
PRD02508;SupplierA;2023-06-27;Packaging Damage;Resolved;1558.0
PRD07753;SupplierB;2024-06-06;Labeling Error;In Progress;469.0
PRD03327;SupplierB;2023-03-21;Labeling Error;Resolved;257.0
PRD04978;SupplierB;2023-04-18;Other;Resolved;399.0
PRD03458;SupplierB;2023-05-06;Packaging Damage;Resolved;1702.0
PRD02010;SupplierC;2023-12-16;Packaging Damage;Resolved;1589.0
PRD02410;SupplierA;2024-06-23;Other;In Progress;154.0
;SupplierB;2023-12-20;Missing Items;Resolved;1296.0
PRD09999;SupplierD;2023-06-17;Packaging Damage;In Progress;576.0
PRD06932;SupplierA;2024-02-19;Labeling Error;Resolved;230.0
PRD03544;SupplierB;2023-07-12;Incorrect Folding;Resolved;586.25
PRD09753;SupplierA;2023-11-06;Other;In Progress;89.0
PRD08921;SupplierC;2023-12-04;Other;Resolved;191.0
PRD02535;SupplierA;2023-10-07;Other;Resolved;209.0
PRD07482;SupplierC;2023-12-05;Incorrect Folding;Resolved;213.75
PRD06024;SupplierA;2023-08-01;Labeling Error;Resolved;244.0
PRD02238;SupplierB;2024-04-21;Incorrect Folding;Resolved;196.25
PRD06399;SupplierG;2023-04-06;Other;In Progress;193.0
PRD02648;SupplierB;2024-04-05;Other;In Progress;275.0
PRD02786;SupplierC;2023-07-31;Other;Resolved;268.0
PRD07986;SupplierA;2023-12-05;Labeling Error;Not Resolved;412.0
PRD09996;SupplierC;2023-01-13;Incorrect Folding;Resolved;257.5
PRD02012;SupplierB;2023-02-28;Labeling Error;Not Resolved;496.0
PRD06052;SupplierC;2024-06-03;Missing Items;Resolved;864.0
PRD06462;SupplierC;2024-05-25;Packaging Damage;Resolved;1461.0
PRD05811;SupplierB;2023-06-15;Labeling Error;Not Resolved;460.0
PRD07801;SupplierA;2024-06-06;Labeling Error;Not Resolved;232.0
PRD02968;SupplierB;2024-06-26;Incorrect Folding;In Progress;450.0
PRD09151;SupplierA;2024-05-22;Other;In Progress;144.0
PRD06541;SupplierA;2023-11-04;Labeling Error;In Progress;357.0
PRD02854;SupplierA;2024-03-13;Labeling Error;Not Resolved;307.0
PRD03558;SupplierD;2023-04-07;Other;Not Resolved;125.0
PRD01676;SupplierA;2023-09-28;Other;Resolved;203.0
PRD01800;SupplierA;2023-01-25;Labeling Error;Not Resolved;203.0
PRD00707;SupplierC;2023-01-23;Other;Resolved;228.0
;SupplierE;2024-02-06;Missing Items;Not Resolved;1386.0
PRD04789;SupplierC;2024-02-13;Other;Resolved;192.0
PRD04153;SupplierA;2023-10-24;Packaging Damage;Resolved;1850.0
PRD06160;SupplierA;2023-11-03;Labeling Error;Resolved;456.0
PRD01828;SupplierE;2024-06-04;Missing Items;Resolved;817.0
PRD01518;SupplierB;2024-06-27;Labeling Error;Resolved;326.0
PRD09099;SupplierC;2024-02-20;Missing Items;Resolved;741.0
PRD01368;SupplierA;2024-05-16;Labeling Error;Resolved;257.0
PRD01644;SupplierC;2023-06-28;Packaging Damage;In Progress;673.75
PRD06865;SupplierA;2023-06-28;Missing Items;In Progress;512.0
PRD07039;SupplierA;2023-01-19;Other;In Progress;110.0
PRD00633;SupplierA;2024-06-20;Other;Not Resolved;75.0
PRD07979;SupplierA;2024-06-27;Packaging Damage;In Progress;963.0
PRD00411;SupplierB;2023-02-26;Other;Resolved;389.0
PRD08841;SupplierA;2023-05-05;Other;Resolved;308.0
PRD03552;SupplierB;2023-01-20;Labeling Error;Resolved;461.0
PRD07997;SupplierA;2024-03-21;Missing Items;Resolved;1197.0
PRD07468;SupplierA;2024-03-25;Packaging Damage;Resolved;709.0
PRD08995;SupplierA;2023-07-17;Missing Items;Resolved;511.0
PRD01221;SupplierH;2023-04-24;Missing Items;Resolved;1092.0
PRD09358;SupplierB;2023-12-19;Incorrect Folding;Resolved;366.25
PRD05435;SupplierA;2023-07-13;Other;In Progress;290.0
PRD06363;SupplierF;2024-06-13;Incorrect Folding;Resolved;430.0
PRD00692;SupplierD;2023-12-11;Packaging Damage;Not Resolved;522.0
PRD06017;SupplierA;2023-07-09;Labeling Error;Resolved;378.0
PRD07140;SupplierA;2023-06-19;Incorrect Folding;Resolved;670.0
PRD02056;SupplierA;2023-07-01;Packaging Damage;Resolved;1387.0
PRD09703;SupplierB;2023-03-19;Packaging Damage;Resolved;1217.0
PRD09345;SupplierC;2023-09-11;Labeling Error;Resolved;472.0
PRD03873;SupplierA;2023-03-27;Labeling Error;Not Resolved;142.0
PRD06593;SupplierA;2023-02-27;Packaging Damage;Resolved;1875.0
PRD08462;SupplierA;2023-05-02;Labeling Error;Resolved;367.0
PRD01889;SupplierC;2023-07-31;Other;In Progress;329.0
PRD03709;SupplierC;2023-10-03;Other;In Progress;299.0
PRD04546;SupplierA;2023-07-12;Labeling Error;Resolved;109.0
PRD08676;SupplierC;2023-06-02;Other;Resolved;65.0
PRD09690;SupplierA;2023-04-07;Labeling Error;In Progress;221.0
PRD01328;SupplierH;2024-03-10;Labeling Error;Resolved;101.0
PRD04098;SupplierF;2023-03-02;Labeling Error;Not Resolved;247.0
PRD01379;SupplierA;2023-10-31;Packaging Damage;Resolved;628.0
PRD02412;SupplierC;2024-04-21;Incorrect Folding;In Progress;217.5
PRD05713;SupplierB;2023-11-20;Other;Resolved;303.0
PRD09420;SupplierC;2024-05-08;Product Wrinkled;Not Resolved;563.75
PRD04154;SupplierE;2023-09-02;Packaging Damage;Not Resolved;1026.0
PRD02201;SupplierA;2024-05-09;Other;Resolved;384.0
PRD02979;SupplierA;2023-06-15;Packaging Damage;Resolved;1885.0
PRD06121;SupplierB;2023-07-26;Labeling Error;Resolved;294.0
PRD00975;SupplierB;2023-05-10;Incorrect Folding;Resolved;582.5
PRD05066;SupplierA;2024-03-21;Incorrect Folding;In Progress;695.0
PRD00459;SupplierB;2023-05-12;Labeling Error;Resolved;111.0
PRD04162;SupplierF;2023-06-03;Labeling Error;Resolved;359.0
PRD08096;SupplierB;2023-03-13;Labeling Error;Resolved;190.0
PRD04747;SupplierC;2024-06-19;Labeling Error;Resolved;274.0
PRD04181;SupplierD;2024-04-30;Other;Not Resolved;347.0
PRD05547;SupplierA;2023-12-08;Labeling Error;Resolved;295.0
PRD02125;SupplierC;2024-04-14;Packaging Damage;Resolved;1310.0
PRD07907;SupplierA;2024-01-19;Labeling Error;In Progress;182.0
;SupplierA;2023-11-21;Missing Items;Resolved;1277.0
PRD01930;SupplierB;2023-06-01;Labeling Error;Not Resolved;154.0
PRD02950;SupplierG;2024-03-22;Other;Resolved;261.0
PRD06463;SupplierD;2023-03-26;Other;Resolved;180.0
PRD08706;SupplierB;2024-05-29;Missing Items;Resolved;724.0
PRD00150;SupplierE;2023-02-10;Other;Resolved;111.0
PRD08868;SupplierA;2024-03-21;Other;Resolved;304.0
;SupplierE;2023-10-30;Other;In Progress;279.0
PRD01045;SupplierC;2023-10-14;Labeling Error;In Progress;199.0
PRD03757;SupplierE;2023-03-29;Labeling Error;Resolved;171.0
PRD02487;SupplierC;2024-04-06;Other;Resolved;269.0
PRD02500;SupplierF;2024-04-04;Packaging Damage;Resolved;1684.0
PRD07386;SupplierE;2024-03-12;Other;In Progress;207.0
PRD06155;SupplierB;2023-09-07;Labeling Error;Resolved;137.0
PRD00107;SupplierD;2024-05-28;Packaging Damage;Resolved;977.0
PRD09245;SupplierE;2023-12-29;Packaging Damage;Resolved;609.0
PRD08177;SupplierA;2024-05-21;Other;In Progress;94.0
PRD02908;SupplierF;2023-10-08;Missing Items;Not Resolved;574.0
PRD08726;SupplierA;2023-07-16;Other;Resolved;231.0
PRD01461;SupplierG;2023-08-08;Other;Resolved;368.0
PRD06690;SupplierA;2024-04-08;Labeling Error;Resolved;441.0
PRD03406;SupplierB;2023-06-08;Labeling Error;Resolved;141.0
PRD00176;SupplierA;2023-09-30;Labeling Error;Resolved;237.0
PRD09357;SupplierF;2024-01-26;Incorrect Folding;In Progress;392.5
PRD01088;SupplierC;2023-02-06;Labeling Error;Resolved;153.0
PRD03394;SupplierA;2023-03-16;Incorrect Folding;Resolved;217.5
PRD05656;SupplierB;2023-06-28;Labeling Error;Resolved;485.0
;SupplierC;2023-05-04;Missing Items;Resolved;670.0
PRD09222;SupplierA;2023-12-02;Other;Resolved;341.0
PRD06656;SupplierB;2023-04-11;Packaging Damage;Resolved;1801.0
PRD07313;SupplierA;2023-08-27;Other;Not Resolved;177.0
PRD08458;SupplierA;2023-09-22;Packaging Damage;Resolved;1115.0
PRD01310;SupplierE;2024-05-27;Labeling Error;Resolved;444.0
PRD00716;SupplierB;2023-10-29;Missing Items;Resolved;541.0
PRD09522;SupplierC;2023-03-02;Packaging Damage;Not Resolved;1438.75
PRD05795;SupplierA;2023-07-09;Other;In Progress;58.0
PRD04965;SupplierG;2023-02-17;Other;Resolved;108.0
PRD08575;SupplierB;2023-10-10;Labeling Error;Not Resolved;216.0
PRD02481;SupplierB;2024-03-24;Other;Resolved;136.0
PRD00017;SupplierH;2024-02-13;Missing Items;In Progress;916.0
PRD05285;SupplierG;2024-01-18;Missing Items;Resolved;326.0
PRD06168;SupplierA;2023-01-26;Other;Resolved;157.0
PRD02061;SupplierF;2023-08-03;Labeling Error;Resolved;138.0
PRD08527;SupplierB;2024-06-30;Other;Resolved;76.0
PRD08564;SupplierA;2024-01-05;Labeling Error;Resolved;177.0
PRD07015;SupplierG;2023-07-14;Other;Resolved;384.0
PRD07844;SupplierB;2024-04-08;Other;In Progress;307.0
